id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
BUX0734,12,QUE,NA,Carex,pichinchensis,T,BB,1,3,NA,11.9,NA,NA,NA,0.174,0.239,0.222,0.162,NA,NA,NA
BVB6600,12,QUE,NA,Carex,pinchinchensis,T,BB,1,2,NA,5.6,NA,NA,NA,0.055,0.143,0.192,0.195,NA,NA,NA
BDX0315,12,QUE,NA,Oriethales,integrifolia,T,BB,3,3,NA,1.5,NA,NA,NA,0.172,0.539,0.44,0.53,NA,NA,NA
AKG1848,12,QUE,NA,Hypochaeris,taraxacoides,T,BB,2,5,NA,2.1,NA,3,NA,0.208,0.214,0.234,0.194,NA,NA,NA
BUP0910,12,QUE,NA,Carex,pinchinchensis,T,BB,1,5,NA,14.8,NA,NA,NA,0.238,0.286,0.252,0.219,NA,NA,NA
AFF2116,12,QUE,NA,Antenneria,linearifolia,T,BB,4,1,NA,3.1,NA,3,NA,0.044,0.238,0.245,0.254,NA,NA,NA
AKV0950,12,QUE,NA,Perezia,pungens,T,BB,2,3,NA,1.2,NA,NA,NA,0.066,0.292,0.251,0.322,NA,NA,NA
COD2821,14,TRE,NA,Rhyncospora,macrochaeta,T,C,4,1,2,36.7,53.2,NA,NA,0.327,0.192,0.201,0.208,NA,NA,NA
COH0675,14,TRE,NA,Rhyncospora,macrochaeta,T,C,4,1,3,36.7,53.2,NA,NA,0.36,0.24,0.239,0.238,NA,NA,NA
COL9765,14,TRE,NA,Rhyncospora,macrochaeta,T,C,4,1,4,36.7,53.2,NA,NA,0.161,0.19,0.172,0.158,NA,NA,NA
CNN1831,14,TRE,NA,Rhyncospora,macrochaeta,T,C,4,1,5,36.7,53.2,NA,NA,0.327,0.253,0.257,0.253,NA,NA,NA
CNZ4333,14,TRE,NA,Rhyncospora,macrochaeta,T,C,4,1,1,36.7,53.2,NA,NA,0.209,0.221,0.224,0.23,NA,NA,NA
CPK7130,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,1,1,21,39,NA,NA,0.319,0.249,0.256,0.262,NA,NA,NA
CPO3902,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,1,2,21,39,NA,NA,0.398,0.243,0.245,0.231,NA,NA,NA
CMW6891,14,TRE,NA,Halenia,umbellata,T,C,2,2,2,7,NA,NA,NA,0.039,0.159,0.153,0.154,NA,NA,NA
CFG0732,14,TRE,NA,Lachemilla,orbiculata,T,C,5,1,4,8.9,NA,NA,NA,0.147,0.209,0.23,0.279,NA,NA,NA
CGG4799,14,TRE,NA,Gaultheria,glomerata,T,C,5,2,2,17.9,NA,NA,NA,0.109,0.42,0.409,0.423,NA,NA,NA
CLH5302,14,TRE,NA,Gaultheria,glomerata,T,C,5,2,3,17.9,NA,NA,NA,0.12,0.437,0.455,0.448,NA,NA,NA
CLM5021,14,TRE,NA,Pernettya,prostrata,T,BB,2,1,NA,5,NA,5,NA,0.119,0.49,0.324,0.382,NA,NA,NA
APS3068,14,TRE,NA,Lachemilla,orbiculata,T,C,5,2,1,3.8,NA,NA,NA,0.057,0.197,0.19,0.204,might be the wrong species,NA,NA
CLL4257,14,TRE,NA,Gaultheria,glomerata,T,C,5,2,5,17.9,NA,NA,NA,0.153,0.489,0.467,0.454,NA,NA,NA
CNM1180,14,TRE,NA,Halenia,umbellata,T,C,2,1,3,7,NA,NA,NA,0.036,0.134,0.103,0.139,NA,NA,NA
CFK2286,14,TRE,NA,Lachemilla,orbiculata,T,C,5,1,5,8.9,NA,NA,NA,0.092,0.206,0.199,0.172,NA,NA,NA
CNU8730,14,TRE,NA,Halenia,umbellata,T,C,2,1,1,7,NA,NA,NA,0.05,0.124,0.171,0.123,NA,NA,NA
CKE0640,14,TRE,NA,Lachemilla,orbiculata,T,C,4,2,3,5,NA,NA,NA,0.096,0.179,0.196,0.191,NA,NA,NA
CJU7238,14,TRE,NA,Vaccinium,floribundum,T,C,3,2,4,7,NA,5,NA,0.04,0.325,0.314,0.235,NA,NA,NA
CIT7207,14,TRE,NA,Gaultheria,glomerata,T,C,4,1,3,11,NA,NA,NA,0.211,0.535,0.503,0.514,NA,NA,NA
CKU1986,14,TRE,NA,Gaultheria,glomerata,T,C,5,2,4,17.9,NA,NA,NA,0.042,0.234,0.215,0.182,NA,NA,NA
AXX2248,14,TRE,NA,Vaccinium,floribundum,T,C,2,1,3,34,NA,5,NA,0.096,0.4,0.468,0.428,NA,NA,NA
CIP5336,14,TRE,NA,Gaultheria,glomerata,T,C,4,1,1,11,NA,NA,NA,0.106,0.44,0.447,0.428,NA,NA,NA
CJQ9308,14,TRE,NA,Vaccinium,floribundum,T,C,3,2,5,7,NA,5,NA,0.03,0.362,0.264,0.322,NA,NA,NA
CNI4987,14,TRE,NA,Halenia,umbellata,T,C,2,1,4,7,NA,NA,NA,0.03,0.143,0.132,0.209,NA,NA,NA
CHY1829,14,TRE,NA,Gaultheria,glomerata,T,C,4,1,5,14,NA,NA,NA,0.09,0.39,0.385,0.388,NA,NA,NA
CXP8061,14,TRE,NA,Rhyncospora,macrochaeta,T,C,5,1,1,74.1,65.6,NA,NA,0.604,0.28,0.273,0.273,NA,NA,NA
AYI4751,14,TRE,NA,Lachemilla,orbiculata,T,C,5,2,5,3.8,NA,NA,NA,0.121,0.176,0.171,0.172,NA,NA,NA
CJY5988,14,TRE,NA,Vaccinium,floribundum,T,C,3,2,3,7,NA,5,NA,0.031,0.339,0.401,0.335,NA,NA,NA
CLT0754,14,TRE,NA,Gaultheria,glomerata,T,C,2,1,2,8,NA,NA,NA,0.082,0.52,0.497,0.49,NA,NA,NA
CJW6503,14,TRE,NA,Lachemilla,orbiculata,T,C,4,2,1,5,NA,NA,NA,0.08,0.182,0.194,0.219,NA,NA,NA
CLP0896,14,TRE,NA,Gaultheria,glomerata,T,C,2,1,1,8,NA,NA,NA,0.036,0.327,0.327,0.345,NA,NA,NA
CSI7530,14,TRE,NA,Vaccinium,floribundum,T,C,3,1,1,11,NA,5,NA,0.055,0.282,0.349,0.302,NA,NA,NA
CPW0644,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,1,3,21,39,NA,NA,0.328,0.244,0.24,0.253,NA,NA,NA
CNO7141,14,TRE,NA,Vaccinium,floribundum,T,C,3,1,2,11,NA,5,NA,0.082,0.357,0.398,0.277,NA,NA,NA
CXL1895,14,TRE,NA,Agrostis,foliata,T,BB,3,2,NA,17,18,NA,NA,0.024,0.143,0.144,0.136,NA,NA,NA
CRS4316,14,TRE,NA,Agrostis,foliata,T,BB,3,1,NA,37,40,NA,NA,0.03,0.16,0.175,0.216,NA,NA,NA
CVA7888,14,TRE,NA,Festuca,dolichophylla,T,BB,5,1,NA,51,56,NA,NA,0.32,0.779,0.686,0.687,NA,NA,NA
CUW3490,14,TRE,NA,Festuca,dolichophylla,T,BB,5,2,NA,59.5,61,NA,NA,0.178,0.615,0.618,0.66,"Leaf rolled, double leaf area",NA,NA
CIA1650,14,TRE,NA,Festuca,dolichophylla,T,BB,5,3,NA,60,64,NA,NA,0.274,0.718,0.778,0.673,"Leaf rolled, double leaf area",NA,NA
CHW7830,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,5,1,NA,27.2,30,NA,NA,0.157,0.252,0.256,0.257,NA,NA,NA
COV4231,14,TRE,NA,Carex,pygmaea,T,BB,2,3,NA,3.8,4.1,NA,NA,0.01,0.137,0.133,0.128,NA,NA,NA
CPH1229,14,TRE,NA,Halenia,umbellata,T,C,5,1,1,6.4,NA,NA,NA,0.03,0.212,0.182,0.171,NA,NA,NA
CQI9338,14,TRE,NA,Calamagrostis,tarmensis,T,BB,3,2,NA,54,64,NA,NA,0.071,0.34,0.33,0.323,"Leaf rolled, double leaf area",NA,NA
CGC0052,14,TRE,NA,Gaultheria,glomerata,T,C,5,2,1,17.9,NA,NA,NA,0.191,0.433,0.496,0.527,NA,NA,NA
CFY4710,14,TRE,NA,Gaultheria,glomerata,T,C,5,1,5,13.2,NA,NA,NA,0.204,0.415,0.447,0.438,NA,NA,NA
CEQ8788,14,TRE,NA,Gaultheria,glomerata,T,C,5,1,4,13.2,NA,NA,NA,0.162,0.477,0.471,0.458,NA,NA,NA
CEU1319,14,TRE,NA,Gaultheria,glomerata,T,C,5,1,3,13.2,NA,NA,NA,0.194,0.43,0.444,0.458,NA,NA,NA
ANQ9542,14,TRE,NA,Gaultheria,glomerata,T,C,5,1,2,13.2,NA,NA,NA,0.228,0.462,0.466,0.457,NA,NA,NA
ANM3982,14,TRE,NA,Gaultheria,glomerata,T,C,5,1,1,13.2,NA,NA,NA,0.196,0.42,0.426,0.433,NA,NA,NA
CKP2011,14,TRE,NA,Paspalum,bonplandianum,T,C,5,2,1,14.5,17,NA,NA,0.097,0.099,0.111,0.105,NA,NA,NA
CND1841,14,TRE,NA,Paspalum,bonplandianum,T,C,4,2,4,9,NA,NA,NA,0.039,0.061,0.082,0.082,NA,NA,NA
CMZ4872,14,TRE,NA,Paspalum,bonplandianum,T,C,4,2,3,9,NA,NA,NA,0.039,0.069,0.075,0.077,NA,NA,NA
CMV5314,14,TRE,NA,Paspalum,bonplandianum,T,C,4,2,2,9,NA,NA,NA,0.046,0.085,0.085,0.081,NA,NA,NA
AOJ6237,14,TRE,NA,Paspalum,bonplandianum,T,C,3,1,1,8,8,NA,NA,0.052,0.117,0.123,0.092,NA,NA,NA
AQP3205,14,TRE,NA,Paspalum,bonplandianum,T,C,3,1,2,8,8,NA,NA,0.051,0.094,0.132,0.139,NA,NA,NA
CEN6822,14,TRE,NA,Paspalum,bonplandianum,T,C,3,1,3,8,8,NA,NA,0.062,0.098,0.115,0.111,NA,NA,NA
CEJ9557,14,TRE,NA,Paspalum,bonplandianum,T,C,3,1,4,8,8,NA,NA,0.056,0.09,0.119,0.139,NA,NA,NA
CSA9893,14,TRE,NA,Lachemilla,vulcanica,T,BB,1,1,NA,1.8,NA,3,NA,0.03,0.142,0.121,0.124,NA,NA,NA
CVD3073,14,TRE,NA,Lachemilla,vulcanica,T,BB,1,2,NA,2.2,NA,5,NA,0.025,0.127,0.128,0.146,NA,NA,NA
CQR5995,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,1,2,NA,23,28,NA,NA,0.312,0.236,0.269,0.273,NA,NA,NA
CQZ9924,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,1,3,NA,23,36,NA,NA,0.311,0.278,0.26,0.229,NA,NA,NA
CQJ7359,14,TRE,NA,Carex,pygmaea,T,BB,1,1,NA,4.5,4.9,NA,NA,0.014,0.169,0.172,0.169,NA,NA,NA
CQV4929,14,TRE,NA,Carex,pygmaea,T,BB,1,2,NA,6.4,7.6,NA,NA,0.058,0.2,0.186,0.213,NA,NA,NA
CQN9461,14,TRE,NA,Carex,pygmaea,T,BB,1,3,NA,4.1,4.8,NA,NA,0.02,0.187,0.19,0.199,NA,NA,NA
CZL0310,14,TRE,NA,Carex,pygmaea,T,BB,5,3,NA,9.2,10.2,NA,NA,0.023,0.132,0.123,0.135,NA,NA,NA
CQM8761,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,3,1,NA,18,25,NA,NA,0.127,0.254,0.253,0.236,NA,NA,NA
CVV0408,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,3,2,NA,19,35,NA,NA,0.038,0.144,0.203,0.191,NA,NA,NA
CUC9130,14,TRE,NA,Rhyncospora,macrochaeta,T,BB,3,3,NA,16.5,30.3,NA,NA,0.089,0.2,0.175,0.169,NA,NA,NA
CVM4701,14,TRE,NA,Calamagrostis,tarmensis,T,BB,5,3,NA,52,50,NA,NA,0.06,0.319,0.322,0.319,"Leaf rolled, double leaf area",NA,NA
CVJ1688,14,TRE,NA,Calamagrostis,tarmensis,T,BB,5,2,NA,47,50,NA,NA,0.039,0.253,0.24,0.235,"Leaf rolled, double leaf area",NA,NA
ASJ2613,14,QUE,NA,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,1,NA,0.219,0.72,0.622,0.614,2020-03-15-0625_QUE_GAGL_1_AT,NA,NA
ASI7818,15,QUE,NA,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,3,NA,0.401,0.148,0.115,0.116,2020-03-15-0625_QUE_PABO_5_AT,NA,NA
CHK6500,14,TRE,NA,Carex,bonplandii,T,BB,1,1,NA,11.5,12,NA,NA,0.023,0.173,0.166,0.156,NA,NA,NA
CIV7889,14,TRE,NA,Carex,bonplandii,T,BB,1,2,NA,6.5,7,NA,NA,0.019,0.15,0.135,0.163,NA,NA,NA
CIR4364,14,TRE,NA,Carex,bonplandii,T,BB,1,3,NA,4,10,NA,NA,0.033,0.429,0.417,0.398,NA,NA,NA
CIN1015,14,TRE,NA,Calamagrostis,tarmensis,T,BB,1,1,NA,34,36,NA,NA,0.075,0.23,0.229,0.22,NA,NA,NA
ASE3950,15,QUE,NA,Gaultheria,glomerata,S,NA,NA,2,NA,NA,NA,1,NA,0.182,0.592,0.611,0.623,2020-03-15-0633_QUE_GAGL_2_AT,NA,NA
CXR6993,14,TRE,NA,Calamagrostis,tarmensis,T,BB,1,2,NA,39,40.5,NA,NA,0.143,0.674,0.678,0.649,NA,NA,NA
CKZ6123,14,WAY,NA,Rhyncospora,macrochaeta,T,C,5,3,3,37.3,48.5,NA,NA,0.16,0.182,0.162,0.187,NA,NA,NA
CAN8696,13,WAY,NA,Gaultheria,glomerata,T,C,3,1,5,27,NA,NA,NA,0.156,0.51,0.512,0.507,NA,NA,NA
CCP1146,13,WAY,NA,Gaultheria,glomerata,T,C,1,2,1,19,NA,NA,NA,0.107,0.541,0.531,0.55,NA,NA,NA
CHG9792,13,WAY,NA,Vaccinium,floribundum,T,C,5,2,5,31.5,NA,5,NA,0.112,0.541,0.505,0.45,NA,NA,NA
CHD5918,13,WAY,NA,Vaccinium,floribundum,T,C,5,2,1,31.5,NA,5,NA,0.115,0.481,0.424,0.415,NA,NA,NA
CMD8567,13,WAY,NA,Rhyncospora,macrochaeta,T,C,5,1,4,52,63,NA,NA,0.521,0.225,0.205,0.249,NA,NA,NA
CJB1520,13,WAY,NA,Vaccinium,floribundum,T,C,3,1,2,19.6,NA,5,NA,0.098,0.434,0.432,0.416,NA,NA,NA
CKQ2202,13,WAY,NA,Vaccinium,floribundum,T,C,1,1,3,20,NA,5,NA,0.062,0.246,0.258,0.29,NA,NA,NA
CBU6632,13,WAY,NA,Rhyncospora,macrochaeta,T,C,1,2,3,57.2,62,NA,NA,0.366,0.732,0.282,0.22,NA,NA,NA
CKX4090,13,WAY,NA,Vaccinium,floribundum,T,C,1,1,4,20,NA,5,NA,0.068,0.29,0.278,0.328,NA,NA,NA
AOQ4974,13,WAY,NA,Rhyncospora,macrochaeta,T,C,4,1,5,24.3,31.2,NA,NA,0.204,0.198,0.196,0.175,NA,NA,NA
CGH8872,13,WAY,NA,Rhyncospora,macrochaeta,T,C,4,1,4,24.3,31.2,NA,NA,0.227,0.177,0.186,0.113,NA,NA,NA
CKS7460,13,WAY,NA,Rhyncospora,macrochaeta,T,C,1,2,2,57.2,62,NA,NA,0.368,0.195,0.182,0.212,NA,NA,NA
CGL9029,13,WAY,NA,Rhyncospora,macrochaeta,T,C,4,1,3,24.3,31.2,NA,NA,0.139,0.169,0.165,0.162,NA,NA,NA
CMO6578,13,WAY,NA,Vaccinium,floribundum,T,C,5,4,2,24.7,NA,NA,NA,0.093,0.48,0.462,0.462,NA,NA,NA
CIL5643,13,WAY,NA,Vaccinium,floribundum,T,C,5,4,1,24.7,NA,5,NA,0.108,0.459,0.489,0.437,NA,NA,NA
CLU1105,13,WAY,NA,Vaccinium,floribundum,T,C,5,5,2,4,NA,NA,NA,0.044,0.22,0.186,0.242,NA,NA,NA
CLY7843,13,WAY,NA,Vaccinium,floribundum,T,C,5,5,1,4,NA,5,NA,0.056,0.288,0.274,0.306,NA,NA,NA
CUB4618,14,TRE,NA,Luzula,vacenosa,T,BB,5,2,NA,5,13.1,NA,NA,0.083,0.207,0.227,0.202,NA,NA,NA
CAA3576,14,TRE,NA,Lachemilla,orbiculata,T,C,2,2,4,4,NA,NA,NA,0.013,0.148,0.172,0.204,NA,NA,NA
CBE4301,14,TRE,NA,Lachemilla,orbiculata,T,C,2,2,3,4,NA,NA,NA,0.015,0.147,0.185,0.197,NA,NA,NA
CBF5268,14,TRE,NA,Lachemilla,orbiculata,T,C,2,2,2,4,NA,NA,NA,0.012,0.12,0.163,0.155,NA,NA,NA
CDL6900,14,TRE,NA,Lachemilla,orbiculata,T,C,2,2,1,4,NA,NA,NA,0.022,0.158,0.181,0.205,NA,NA,NA
CUQ5101,14,TRE,NA,Luzula,racemosa,T,BB,5,3,NA,2.5,6.9,NA,NA,0.052,0.168,0.157,0.166,NA,NA,NA
CUJ6908,14,TRE,NA,Carex,pygmaea,T,BB,3,3,NA,6.6,9.8,2,NA,0.071,0.204,0.223,0.233,NA,NA,NA
CUN4446,14,TRE,NA,Carex,pygmaea,T,BB,3,2,NA,3.8,5.7,3,NA,0.047,0.176,0.181,0.162,NA,NA,NA
CLA1009,14,TRE,NA,Carex,pygmaea,T,BB,3,1,NA,7,11.1,NA,NA,0.06,0.171,0.19,0.2,NA,NA,NA
CQB2157,14,TRE,NA,Halenia,umbellata,T,C,5,1,4,6.4,NA,NA,NA,0.035,0.145,0.155,0.164,NA,NA,NA
CPX6869,14,TRE,NA,Halenia,umbellata,T,C,5,1,3,6.4,NA,NA,NA,0.014,0.135,0.127,0.124,NA,NA,NA
CPL3637,14,TRE,NA,Halenia,umbellata,T,C,5,1,2,6.4,NA,NA,NA,0.017,0.169,0.151,0.152,NA,NA,NA
CMG6307,13,WAY,NA,Vaccinium,floribundum,T,C,5,4,4,24.7,NA,5,NA,0.09,0.41,0.513,0.471,NA,NA,NA
CMC6508,13,WAY,NA,Vaccinium,floribundum,T,C,5,4,5,24.7,NA,5,NA,0.105,0.446,0.434,0.439,NA,NA,NA
CLN4289,13,WAY,NA,Vaccinium,floribundum,T,C,1,2,3,13,NA,5,NA,0.051,0.273,0.263,0.241,NA,NA,NA
CGX6443,13,WAY,NA,Rhyncospora,macrochaeta,T,C,1,3,3,30.5,31,NA,NA,0.212,0.175,0.157,0.128,NA,NA,NA
CNF3709,13,WAY,NA,Rhyncospora,macrochaeta,T,C,5,3,5,37.3,48.5,NA,NA,0.106,0.185,0.171,0.182,NA,NA,NA
CHB6398,13,WAY,NA,Rhyncospora,macrochaeta,T,C,1,3,2,30.5,31,NA,NA,0.23,0.183,0.185,0.166,NA,NA,NA
CLZ5293,13,WAY,NA,Rhyncospora,macrochaeta,T,C,5,1,3,52,63,NA,NA,0.76,0.25,0.301,0.266,NA,NA,NA
ANH5850,13,WAY,NA,Rhyncospora,macrochaeta,T,C,3,1,1,37.2,38.6,NA,NA,0.335,0.215,0.177,0.16,Plot_ID was 3-4,NA,NA
CKM6459,13,WAY,NA,Vaccinium,floribundum,T,C,1,1,2,20,NA,5,NA,0.047,0.247,0.287,0.264,NA,NA,NA
ARX5668,14,TRE,NA,Carex,pygmaea,T,BB,2,3,NA,4,4,3,NA,0.036,0.133,0.136,0.141,NA,NA,NA
CUO6998,14,TRE,NA,Calamagrostis,tarmensis,T,BB,2,3,NA,45,48,NA,NA,0.059,0.257,0.278,0.278,NA,NA,NA
ARP4944,14,TRE,NA,Carex,pygmaea,T,BB,2,1,NA,3.5,6,3,NA,0.041,0.145,0.154,0.137,NA,NA,NA
ART2867,14,TRE,NA,Carex,pygmaea,T,BB,2,2,NA,4,3,3,NA,0.017,0.166,0.166,0.159,NA,NA,NA
CUG4348,14,TRE,NA,Calamagrostis,tarmensis,T,BB,2,1,NA,53,55,NA,NA,0.095,0.336,0.313,0.294,NA,NA,NA
CUK8344,14,TRE,NA,Calamagrostis,tarmensis,T,BB,2,2,NA,34,44,NA,NA,0.065,0.309,0.326,0.326,NA,NA,NA
CMM4524,14,WAY,NA,Paspalum,bonplandianum,S,NA,NA,4,NA,NA,NA,NA,NA,0.369,0.116,0.124,0.124,2020-03-14-1102_WAY_PABO_4_AT,NA,NA
ARK5328,14,TRE,NA,Festuca,dolichophylla,T,BB,4,2,NA,58,63,NA,NA,0.205,0.393,0.384,0.383,NA,NA,NA
ARO2359,14,TRE,NA,Festuca,dolichophylla,T,BB,4,3,NA,55,58.5,NA,NA,0.395,0.389,0.413,0.499,NA,NA,NA
CYY9577,14,TRE,NA,Calamagrostis,tri,T,BB,4,1,NA,12,15,3,NA,0.068,0.35,0.276,0.289,NA,NA,NA
CZQ3610,14,TRE,NA,Calamagrostis,tri,T,BB,4,3,NA,18,23,3,NA,0.045,0.259,0.24,0.267,ID probably Y instead of Z,NA,NA
CZU0738,14,TRE,NA,Calamagrostis,tri,T,BB,4,2,NA,15.5,15.5,3,NA,0.075,0.369,0.337,0.32,ID probably Y instead of Z,NA,NA
ANA7404,13,WAY,NA,Rhyncospora,macrochaeta,T,C,3,3,3,63.5,64.5,NA,NA,0.298,0.154,0.157,0.188,NA,NA,NA
ANI7964,13,WAY,NA,Rhyncospora,macrochaeta,T,C,3,3,5,63.5,64.5,NA,NA,0.155,0.316,0.309,0.308,NA,NA,NA
AQY7348,14,TRE,NA,Calamagrostis,tarmensis,T,BB,4,2,NA,30,40,NA,NA,0.063,0.244,0.265,0.265,NA,NA,NA
CQC2026,14,TRE,NA,Carex,bonplandii,T,BB,2,2,1,6,8.5,NA,NA,0.008,0.13,0.16,0.186,NA,NA,NA
CPF3426,14,TRE,NA,Carex,bonplandii,T,BB,2,3,4,4,9.5,NA,NA,0.009,0.13,0.149,0.152,NA,NA,NA
CEZ2930,13,WAY,NA,Rhyncospora,macrochaeta,T,C,3,2,3,59,70,NA,NA,0.414,0.194,0.204,0.206,NA,NA,NA
COU5148,14,TRE,NA,Carex,bonplandii,T,BB,2,1,4,3,6,NA,NA,0.012,0.256,0.244,0.213,"Leaf rolled, double leaf area",NA,NA
COQ5851,14,TRE,NA,Carex,bonplandii,T,BB,2,1,3,3,6,NA,NA,0.012,0.249,0.279,0.231,NA,NA,NA
COM1496,14,TRE,NA,Carex,bonplandii,T,BB,2,1,2,3,6,NA,NA,0.012,0.172,0.243,0.241,"Leaf rolled, double leaf area",NA,NA
CPN1403,14,TRE,NA,Carex,bonplandii,T,BB,2,3,5,4,9.5,NA,NA,0.011,0.143,0.162,0.201,NA,NA,NA
CPV6807,14,TRE,NA,Carex,bonplandii,T,BB,2,3,3,4,9.5,NA,NA,0.013,0.248,0.244,0.205,NA,NA,NA
CPY2173,14,TRE,NA,Carex,bonplandii,T,BB,2,3,1,4,9.5,NA,NA,0.021,0.258,0.252,0.293,"Leaf rolled, double leaf area",NA,NA
CPU2237,14,TRE,NA,Halenia,umbellata,T,C,5,2,2,7,NA,NA,NA,0.062,0.212,0.192,0.188,NA,NA,NA
CRU8285,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,2,1,36,54.5,NA,NA,0.557,0.349,0.347,0.347,NA,NA,NA
CON1085,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,2,3,36,54.5,NA,NA,0.757,0.261,0.273,0.263,NA,NA,NA
COR5632,14,TRE,NA,Rhyncospora,macrochaeta,T,C,3,2,2,36,54.5,NA,NA,0.722,0.31,0.303,0.318,NA,NA,NA
CXO1618,14,TRE,NA,Rhyncospora,macrochaeta,T,C,5,1,3,74.6,65.6,NA,NA,0.137,0.222,0.222,0.172,NA,NA,NA
CUA1581,15,TRE,NA,Festuca,dolichophylla,T,C,2,2,NA,113,135.4,NA,NA,0.745,0.524,0.532,0.52,NA,NA,NA
CVR2026,15,ACJ,NA,Rhyncospora,macrochaeta,T,BB,3,3,NA,23.2,29.3,NA,NA,0.175,0.293,0.36,0.253,NA,NA,NA
CVL7949,15,TRE,NA,Trichophorum,rigidum,T,C,2,2,NA,43.6,57.2,2,NA,0.187,0.711,0.709,0.657,NA,NA,NA
CZK1388,15,TRE,NA,Festuca,dolichophylla,T,C,2,1,1,48.3,49,NA,NA,0.258,0.724,0.688,0.718,NA,NA,NA
CUM5583,15,TRE,NA,Carex,bonplandii,T,C,2,1,NA,21.8,32.6,NA,NA,0.159,0.207,0.199,0.201,NA,NA,NA
CVB3468,15,TRE,NA,Calamagrostis,tarmensis,T,C,2,3,NA,63.9,67.7,NA,NA,0.234,0.583,0.567,0.564,NA,NA,NA
CUE7662,15,TRE,NA,Festuca,dolichophylla,T,C,2,3,NA,33.7,85.5,NA,NA,0.587,0.387,0.41,0.437,NA,NA,NA
CVF3211,15,ACJ,NA,Rhyncospora,macrochaeta,T,BB,3,1,NA,44.5,26.5,NA,NA,0.347,0.262,0.28,0.283,NA,NA,NA
CBH3432,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,2,3,12,12.5,NA,NA,0.047,0.3,0.153,0.16,NA,NA,NA
AOG8957,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,1,4,9,NA,NA,NA,0.029,0.18,0.362,0.374,Leaf thickness: the leaf is folded and difficult to measure,NA,NA
CEI0308,13,WAY,NA,Helenia,umbellata,Trait,C,1,1,2,12,NA,NA,NA,0.071,0.136,0.177,0.18,NA,NA,NA
CAB6676,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,1,2,13,NA,NA,NA,0.219,0.486,0.47,0.471,NA,NA,NA
BZU2725,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,2,2,3.7,NA,NA,NA,0.075,0.155,0.188,0.153,NA,NA,NA
CBB7539,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,4,10,11.5,NA,NA,0.027,0.076,0.074,0.084,NA,NA,NA
CBK5499,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,3,10,11.5,NA,NA,0.021,0.082,0.082,0.083,NA,NA,NA
CBD3435,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,1,2,16,15,NA,NA,0.061,0.082,0.098,0.105,Brown tips,NA,NA
BZR3802,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,1,5,16,15,NA,NA,0.072,0.09,0.102,0.097,NA,NA,NA
ANY4201,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,1,2,9,NA,NA,NA,0.104,0.216,0.215,0.201,NA,NA,NA
CAC7533,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,1,3,13,NA,NA,NA,0.097,0.368,0.361,0.356,NA,NA,NA
BZX6121,13,WAY,NA,Gaultheria,glomerata,Trait,C,2,1,1,13,NA,NA,NA,0.118,0.367,0.377,0.366,NA,NA,NA
CBG6624,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,1,1,16,15,NA,NA,0.065,0.101,0.099,0.103,Brown tip,NA,NA
BYT6687,13,WAY,NA,Helenia,umbellata,Trait,C,2,3,5,8,NA,NA,NA,0.025,0.171,0.167,0.152,NA,NA,NA
CAM2696,13,WAY,NA,Lachemilla,orbiculata,Trait,C,3,1,4,2.8,NA,NA,NA,0.049,0.168,0.175,0.193,NA,NA,NA
CAK1264,13,WAY,NA,Lachemilla,orbiculata,Trait,C,3,1,3,2.8,NA,NA,NA,0.068,0.242,0.284,0.258,NA,NA,NA
CAP2035,13,WAY,NA,Lachemilla,orbiculata,Trait,C,3,1,5,2.8,NA,NA,NA,0.073,0.236,0.23,0.154,NA,NA,NA
BYF6086,13,WAY,NA,Helenia,umbellata,Trait,C,5,1,5,20,NA,NA,NA,0.05,0.176,0.176,0.166,NA,NA,NA
BYX7069,13,WAY,NA,Helenia,umbellata,Trait,C,5,1,4,20,NA,NA,NA,0.052,0.187,0.19,0.141,NA,NA,NA
