id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
BYD4418,13,WAY,NA,Helenia,umbellata,Trait,C,5,1,2,20,NA,NA,NA,0.045,0.222,0.211,0.195,NA,NA,NA
CCN4679,13,WAY,NA,Helenia,umbellata,Trait,C,4,2,3,11.5,NA,NA,NA,0.028,0.209,0.19,0.177,Leaf is uncharacteristically spotty,NA,NA
BYC0095,13,WAY,NA,Helenia,umbellata,Trait,C,5,1,1,20,NA,NA,NA,0.035,0.178,0.17,0.151,NA,NA,NA
CAO8524,13,WAY,NA,Lachemilla,orbiculata,Trait,C,2,1,5,5.1,NA,NA,NA,0.131,0.23,0.231,0.225,NA,NA,NA
CBR2154,13,WAY,NA,Helenia,umbellata,Trait,C,5,2,5,8.5,NA,NA,NA,0.038,0.153,0.157,0.173,Small bite damage,NA,NA
CDD1775,13,WAY,NA,Helenia,umbellata,Trait,C,5,2,3,8.5,NA,NA,NA,0.038,0.176,0.153,0.16,NA,NA,NA
CCZ6387,13,WAY,NA,Helenia,umbellata,Trait,C,5,2,4,8.5,NA,NA,NA,0.049,0.187,0.19,0.175,NA,NA,NA
CDH1159,13,WAY,NA,Helenia,umbellata,Trait,C,5,2,2,8.5,NA,NA,NA,0.047,0.194,0.198,0.194,NA,NA,NA
CDZ4679,13,WAY,NA,Helenia,umbellata,Trait,C,3,1,2,22,NA,NA,NA,0.06,0.226,0.231,0.213,NA,NA,NA
APV6509,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,1,2,10.8,NA,NA,NA,0.016,0.194,0.193,0.193,NA,NA,NA
AMY4078,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,1,4,10.8,NA,NA,NA,0.02,0.245,0.246,0.249,NA,NA,NA
APR2616,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,1,3,10.8,NA,NA,NA,0.044,0.359,0.365,0.373,NA,NA,NA
ANC4641,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,1,5,10.8,NA,NA,NA,0.024,0.284,0.282,0.299,NA,NA,NA
CAX0310,13,WAY,NA,Hypericum,andinum,Trait,C,1,1,NA,16.5,NA,NA,10,0.02,0.022,0.043,0.056,NA,NA,NA
ANO0763,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,2,3,12.6,NA,NA,NA,0.042,0.365,0.371,0.364,NA,NA,NA
ANS5168,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,2,5,12.6,NA,NA,NA,0.045,0.35,0.336,0.339,NA,NA,NA
AOA7789,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,2,2,12.6,NA,NA,NA,0.029,0.306,0.301,0.333,NA,NA,NA
ANG3568,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,2,1,12.6,NA,NA,NA,0.063,0.346,0.353,0.346,NA,NA,NA
ANK0018,13,WAY,NA,Gaultheria,glomerata,Trait,C,4,2,4,12.6,NA,NA,NA,0.055,0.342,0.37,0.349,"originally labelled leaf 3, but that was already present",NA,NA
CDW0498,13,WAY,NA,Lachemilla,orbiculata,Trait,C,5,1,1,5,NA,NA,NA,0.034,0.104,0.215,0.182,NA,NA,NA
BZS3165,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,1,5,9,NA,NA,NA,0.038,0.122,0.306,0.139,NA,NA,NA
BZZ0114,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,1,3,16,15,NA,NA,0.067,0.12,0.088,0.125,NA,NA,NA
BXC7384,12,QUE,NA,Calamagrostis,beauty,Trait,BB,1,5,NA,12.9,NA,5,NA,0.058,0.147,0.151,0.182,rolled,NA,NA
BZY2092,13,WAY,NA,Paspalum,bonplandianum,Trait,C,3,1,4,16,15,NA,NA,0.058,0.061,0.066,0.095,NA,NA,NA
CBN2433,13,WAY,NA,Paspalum,bonplandianum,Trait,C,2,2,4,12,12.5,NA,NA,0.05,0.107,0.099,0.082,NA,NA,NA
CGJ2703,13,WAY,NA,Paspalum,bonplandianum,Trait,C,5,3,3,9,NA,NA,NA,0.045,0.127,0.128,0.107,NA,NA,NA
BZT2755,13,WAY,NA,Lachemilla,orbiculata,Trait,C,4,2,1,3.7,NA,NA,NA,0.054,0.196,0.231,0.171,NA,NA,NA
AJI9956,13,WAY,NA,Helenia,umbellata,Trait,C,3,1,4,22,NA,NA,NA,0.058,0.255,0.252,0.217,NA,NA,NA
BYE5193,13,WAY,NA,Helenia,umbellata,Trait,C,5,1,3,20,NA,NA,NA,0.037,0.182,0.159,0.151,NA,NA,NA
BWF2319,12,QUE,NA,Calamagrostis,rigida,Trait,BB,1,1,NA,17.8,NA,NA,NA,0.03,0.232,0.214,0.236,NA,NA,NA
BVI6248,12,QUE,NA,Calamagrostis,beauty,Trait,BB,5,1,NA,13,NA,5,NA,0.099,0.345,0.341,0.363,NA,NA,NA
BWS7242,12,QUE,NA,Luzula,racemosa,Trait,BB,4,1,NA,5.7,NA,NA,NA,0.055,0.213,0.207,0.213,NA,NA,NA
AWT5017,12,ACJ,NA,Pernettya,prostrata,Trait,C,4,1,NA,27,NA,5,NA,0.087,0.429,0.266,0.416,NA,NA,NA
AXP2627,12,QUE,NA,Vaccinium,floribundum,Trait,BB,2,1,NA,1.1,NA,5,NA,0.027,0.347,0.326,0.296,NA,NA,NA
AFC7174,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,1,5,3,NA,NA,NA,0.166,0.161,0.165,0.115,NA,NA,NA
BWN6157,12,QUE,NA,Calamagrostis,rigida,Trait,BB,5,3,NA,15,NA,NA,NA,0.011,0.198,0.188,0.185,NA,NA,NA
CAW9605,13,WAY,NA,Lachemilla,orbiculata,Trait,C,1,2,2,3.7,NA,NA,NA,0.165,0.242,0.228,0.24,This leaf is sub par - multiple holes and patchiness,NA,NA
BWP6443,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,2,3,6.5,8,NA,NA,0.036,0.12,0.113,0.113,NA,NA,NA
BXP2397,12,QUE,NA,Carex,pichinchensis,Trait,BB,4,2,NA,7,NA,NA,NA,0.082,0.233,0.23,0.212,NA,NA,NA
BVW8046,12,QUE,NA,Calamagrostis,7,Trait,BB,4,3,NA,7,NA,5,NA,0.025,0.239,0.213,0.202,NA,NA,NA
AIW2607,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,1,1,5.1,NA,NA,NA,0.231,0.216,0.187,0.218,it is in pieces,NA,NA
AFB7921,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,1,4,3,NA,NA,NA,0.092,0.24,0.213,0.233,NA,NA,NA
AFM5707,12,QUE,NA,Agrostis,trichodes,Trait,BB,2,3,NA,5,NA,9,NA,0.004,0.14,0.164,0.152,NA,NA,NA
BXK3244,12,QUE,NA,Calamagrostis,tarmensis,Trait,BB,4,2,NA,15,NA,5,NA,0.155,0.353,0.386,0.367,"rolled leaf, double leaf area",NA,NA
AYV2757,12,QUE,NA,Vaccinium,floribundum,Trait,BB,1,4,NA,2.3,NA,5,NA,0.072,0.239,0.311,0.322,NA,NA,NA
CCW1533,12,QUE,NA,Calamagrostis,rigida,Trait,BB,4,3,NA,23,NA,NA,NA,0.038,0.295,0.266,0.28,NA,NA,NA
AXV7545,12,QUE,NA,Vaccinium,floribundum,Trait,BB,1,3,NA,1.4,NA,5,NA,0.078,0.334,0.34,0.316,NA,NA,NA
BZK5513,12,QUE,NA,Agrostis,foliata,Trait,BB,3,3,NA,9,NA,10,NA,0.094,0.183,0.281,0.208,NA,NA,NA
CGD1629,12,QUE,NA,Calamagrostis,rigida,Trait,BB,4,2,NA,23,NA,NA,NA,0.03,0.31,0.306,0.311,NA,NA,NA
CBA3110,13,WAY,NA,Paspalum,bonplandianum,Trait,C,4,2,1,6.5,8,NA,NA,0.035,0.102,0.099,0.11,NA,NA,NA
AYT0814,12,QUE,NA,Vaccinium,floribundum,Trait,BB,5,2,NA,3.3,NA,5,NA,0.056,0.293,0.321,0.274,NA,NA,NA
AYK3180,12,QUE,NA,Vaccinium,floribundum,Trait,BB,5,3,NA,1.8,NA,NA,NA,0.099,0.223,0.31,0.295,NA,NA,NA
AXU3669,12,QUE,NA,Vaccinium,floribundum,Trait,BB,1,2,NA,1.4,NA,5,NA,0.061,0.264,0.344,0.331,NA,NA,NA
AJS0144,12,QUE,NA,Gamochaeta,coarctata,Trait,BB,1,4,NA,5.9,NA,3,NA,0.005,0.101,0.086,0.074,NA,NA,NA
BVX5494,12,QUE,NA,Carex,pygmaea,Trait,BB,5,1,NA,2.4,NA,5,NA,0.051,0.098,0.107,0.103,NA,NA,NA
BUE6490,12,QUE,NA,Luzula,racemosa,Trait,BB,5,3,NA,47,NA,NA,NA,0.012,0.283,0.151,0.236,brown tip,NA,NA
AXC1228,12,QUE,NA,Agrostis,foliata,Trait,BB,5,3,NA,8,NA,2,NA,0.088,0.125,0.157,0.163,NA,NA,NA
BUM0436,12,QUE,NA,Luzula,racemosa,Trait,BB,1,3,NA,13.1,NA,2,NA,0.041,0.207,0.2,0.188,NA,NA,NA
BVQ4137,12,QUE,NA,Calamagrostis,beauty,Trait,BB,5,3,NA,10,NA,5,NA,0.144,0.422,0.363,0.392,"rolled leaves, double area",NA,NA
AYQ4724,12,QUE,NA,Calamagrostis,tarmensis,Trait,BB,3,1,NA,19,NA,NA,NA,0.031,0.278,0.292,0.284,rolled,NA,NA
AYO6678,12,QUE,NA,Agrostis,foliata,Trait,BB,1,1,NA,21.5,NA,3,NA,0.046,0.217,0.237,0.202,NA,NA,NA
AJD7146,12,QUE,NA,Carex,pygmaea,Trait,BB,3,3,NA,3.5,NA,3,NA,0.052,0.166,0.163,0.168,NA,NA,NA
BXL0226,12,QUE,NA,Carex,pichinchensis,Trait,BB,4,1,NA,10.6,NA,NA,NA,0.106,0.228,0.237,0.225,NA,NA,NA
BJI6374,12,QUE,NA,Geranium,filipes,Trait,BB,1,3,NA,3.5,NA,2,NA,0.115,0.14,0.138,0.164,"plant height reads 0.35, which can't be right (sample originally collected by JvO)",NA,NA
CBW0593,12,QUE,NA,Festuca,andina,Trait,BB,2,2,NA,8,NA,8,NA,0.089,0.161,0.16,0.152,NA,NA,NA
BWD0928,12,QUE,NA,Hypericum,andinum,Trait,BB,1,1,NA,3.9,NA,NA,10,0.032,0.084,0.08,0.073,NA,NA,NA
CFZ8016,12,QUE,NA,Oreomyrhys,andicola,Trait,BB,1,4,NA,5.5,4,NA,NA,0.143,0.231,0.253,0.155,NA,NA,NA
AYJ0325,12,QUE,NA,Vaccinium,floribundum,Trait,BB,1,5,NA,2.4,NA,5,NA,0.069,0.434,0.299,0.343,NA,NA,NA
AXW0624,12,QUE,NA,Calamagrostis,tarmensis,Trait,BB,5,1,NA,11,NA,3,NA,0.06,0.185,0.204,0.193,Leaves rolled,NA,NA
BWJ5879,12,QUE,NA,Calamagrostis,rigida,Trait,BB,5,2,NA,14.4,NA,NA,NA,0.026,0.199,0.174,0.177,NA,NA,NA
BZG3800,13,WAY,NA,Lachemilla,orbiculata,Trait,C,2,2,5,5.2,NA,NA,NA,0.107,0.202,0.231,0.223,NA,NA,NA
AQD3230,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,2,4,11.4,NA,NA,NA,0.059,0.345,0.371,0.342,NA,NA,NA
BZE9472,13,WAY,NA,Lachemilla,orbiculata,Trait,C,2,2,4,5.2,NA,NA,NA,0.121,0.221,0.224,0.217,NA,NA,NA
CBX5338,13,WAY,NA,Helenia,umbellata,Trait,C,5,3,2,12,NA,NA,NA,0.035,0.212,0.194,0.154,NA,NA,NA
CCB3507,13,WAY,NA,Helenia,umbellata,Trait,C,5,3,1,12,NA,NA,NA,0.038,0.202,0.22,0.223,NA,NA,NA
BUL7436,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,1,3,16.1,NA,5,NA,0.107,0.465,0.424,0.412,NA,NA,NA
CHJ1270,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,2,3,31.5,NA,5,NA,0.12,0.501,0.473,0.513,NA,NA,NA
BYP4529,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,5,12,8.1,NA,NA,0.049,0.077,0.068,0.078,NA,NA,NA
BYB6857,13,WAY,NA,Helenia,umbellata,Trait,C,2,2,4,15,NA,NA,NA,0.022,0.184,0.183,0.193,NA,NA,NA
CCG8293,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,1,2,8.1,NA,NA,NA,0.07,0.453,0.449,0.464,NA,NA,NA
CCY0294,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,1,1,8.1,NA,NA,NA,0.081,0.497,0.498,0.53,NA,NA,NA
CCU7002,13,WAY,NA,Helenia,umbellata,Trait,C,4,1,1,4,NA,NA,NA,0.028,0.246,0.233,0.229,NA,NA,NA
CBS1181,13,WAY,NA,Helenia,umbellata,Trait,C,4,1,4,4,NA,NA,NA,0.025,0.253,0.232,0.235,NA,NA,NA
CCI4859,13,WAY,NA,Helenia,umbellata,Trait,C,4,1,3,4,NA,NA,NA,0.024,0.28,0.234,0.242,NA,NA,NA
CCM6658,13,WAY,NA,Helenia,umbellata,Trait,C,4,1,2,4,NA,NA,NA,0.029,0.228,0.223,0.203,NA,NA,NA
CWD5069,14,WAY,NA,Paspalum,bonplandianum,Sean,NA,NA,3,NA,NA,NA,4,NA,0.329,0.066,0.064,0.078,2020-03-14-743-WAY-PABO-3-AT,NA,NA
CML0422,14,WAY,NA,Paspalum,bonplandianum,Sean,NA,NA,1,NA,NA,NA,3,NA,0.351,0.069,0.086,0.095,Scan ID: 2020-03-14-7:43_WAY_PABO_I_AT,NA,NA
CMP2483,14,WAY,NA,Paspalum,bonplandianum,Sean,NA,NA,2,NA,NA,NA,4,NA,0.323,0.071,0.074,0.054,NA,NA,NA
AOE1390,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,1,1,27,NA,NA,NA,0.096,0.455,0.419,0.404,NA,NA,NA
CHF2877,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,1,4,16.1,NA,5,NA,0.094,0.43,0.398,0.367,NA,NA,NA
AOI8001,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,1,3,27,NA,NA,NA,0.038,0.406,0.396,0.399,NA,NA,NA
AOM2689,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,1,4,27,NA,NA,NA,0.133,0.482,0.485,0.463,NA,NA,NA
ANF1645,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,2,1,11.4,NA,NA,NA,0.068,0.362,0.36,0.363,NA,NA,NA
AQH2804,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,2,3,11.4,NA,NA,NA,0.06,0.292,0.299,0.307,NA,NA,NA
ANB5703,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,2,2,11.4,NA,NA,NA,0.044,0.308,0.275,0.316,NA,NA,NA
APZ0064,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,2,5,11.4,NA,NA,NA,0.048,0.353,0.322,0.339,NA,NA,NA
BYO7151,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,3,12,9.4,NA,NA,0.055,0.113,0.098,0.121,NA,NA,NA
BYQ5420,13,WAY,NA,Paspalum,bonplandianum,Trait,C,1,1,4,12,7.3,NA,NA,0.051,0.083,0.09,0.092,NA,NA,NA
CDF2200,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,1,3,20.7,NA,NA,NA,0.126,0.473,0.462,0.463,NA,NA,NA
CKN4272,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,2,1,1,34.2,61.3,NA,NA,0.32,0.211,0.124,0.158,NA,NA,NA
CFR1930,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,2,4,48.2,51.1,NA,NA,0.333,0.198,0.207,0.2,NA,NA,NA
BXY8812,13,WAY,NA,Gaultheria,glomerata,Trait,C,1,1,2,20.7,NA,NA,NA,0.184,0.475,0.492,0.49,NA,NA,NA
CJL9314,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,2,1,2,34.2,61.3,NA,NA,0.303,0.154,0.153,0.15,NA,NA,NA
CKR1084,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,1,5,60,NA,NA,NA,0.451,0.175,0.182,0.178,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,NA,NA
CKJ4817,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,1,4,60,NA,NA,NA,0.552,0.202,0.203,0.21,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Top 4.4cm are brown. Brown splotches,NA,NA
CKF4385,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,1,2,60,NA,NA,NA,0.629,0.212,0.199,0.2,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Minor brown splotches,NA,NA
CIY4513,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,1,1,3,60,NA,NA,NA,0.564,0.196,0.187,0.207,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,NA,NA
CKG0463,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,2,1,3,34.2,61.3,NA,NA,0.228,0.128,0.122,0.097,NA,NA,NA
BYY5473,13,WAY,NA,Helenia,umbellata,Trait,C,2,2,5,15,NA,NA,NA,0.026,0.203,0.205,0.184,NA,NA,NA
ANW8854,13,WAY,NA,Gaultheria,glomerata,Trait,C,3,1,2,27,NA,NA,NA,0.073,0.405,0.388,0.387,NA,NA,NA
CCO2481,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,1,4,8.1,NA,NA,NA,0.054,0.396,0.417,0.433,NA,NA,NA
CCK5600,13,WAY,NA,Gaultheria,glomerata,Trait,C,5,1,3,8.1,NA,NA,NA,0.032,0.353,0.378,0.417,NA,NA,NA
BYV2133,13,WAY,NA,Helenia,umbellata,Trait,C,2,3,2,8,NA,NA,NA,0.023,0.184,0.199,0.187,NA,NA,NA
BYS5952,13,WAY,NA,Helenia,umbellata,Trait,C,2,3,1,8,NA,NA,NA,0.022,0.189,0.214,0.215,NA,NA,NA
BYW5762,12,WAY,NA,Baccharis,genistelloides,Trait,C,1,1,NA,26.3,NA,3,10,0.094,0.156,0.194,0.138,should collection day be 13?,NA,NA
CMH0413,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,5,1,4,52,63,NA,NA,0.642,0.225,0.277,0.243,NA,NA,NA
BYU2871,13,WAY,NA,Helenia,umbellata,Trait,C,2,3,3,8,NA,NA,NA,0.022,0.204,0.211,0.206,NA,NA,NA
CHI1884,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,2,4,31.5,NA,5,NA,0.106,0.457,0.48,0.476,NA,NA,NA
CIZ2145,13,WAY,NA,Rhynchospora,macrochaeta,Trait,C,2,1,5,34.2,61.3,NA,NA,0.274,0.207,0.186,0.245,NA,NA,NA
CHC8847,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,2,2,31.5,NA,5,NA,0.088,0.521,0.484,0.522,NA,NA,NA
CBT1214,13,WAY,NA,Helenia,umbellata,Trait,C,5,3,3,12,NA,NA,NA,0.025,0.136,0.157,0.143,NA,NA,NA
CBP0312,13,WAY,NA,Helenia,umbellata,Trait,C,5,3,4,12,NA,NA,NA,0.038,0.217,0.196,0.208,NA,NA,NA
CBV2923,13,WAY,NA,Vaccinium,floribundum,Trait,C,5,1,2,16.1,NA,5,NA,0.109,0.439,0.493,0.447,NA,NA,NA
ABL1039,12,ACJ,NA,Halenia,umbellata,T,C,1,2,4,10.8,NA,NA,NA,0.07,0.269,0.26,0.278,NA,NA,NA
ADE5822,12,ACJ,NA,Lachemilla,orbiculata,T,C,2,1,1,6.5,NA,NA,NA,0.124,0.238,0.268,0.276,NA,NA,NA
AER8281,12,ACJ,NA,Lachemilla,orbiculata,T,C,5,3,2,4,NA,NA,NA,0.063,0.214,0.209,0.188,NA,NA,NA
ASW6831,12,ACJ,NA,Paspalum,bonplandianum,T,C,1,3,2,15.5,21.4,NA,NA,0.044,0.052,0.064,0.06,NA,NA,NA
AVT8551,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,3,1,5,NA,NA,NA,0.107,0.201,0.197,0.204,NA,NA,NA
AVS4697,12,ACJ,NA,Lachemilla,orbiculata,T,C,4,2,5,2,NA,NA,NA,0.167,0.287,0.226,0.236,NA,NA,NA
ATD2896,12,ACJ,NA,Halenia,umbellata,T,C,5,3,4,3,NA,NA,NA,0.043,0.224,0.221,0.197,NA,NA,NA
ACT9517,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,1,2,36,36.3,NA,NA,0.093,0.082,0.095,0.134,NA,NA,NA
ADW8361,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,3,4,17,18,NA,NA,0.091,0.073,0.071,0.056,NA,NA,NA
ASS5005,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,1,1,36,36.3,NA,NA,0.03,0.11,0.117,0.082,NA,NA,NA
ABP2684,12,ACJ,NA,Paspalum,bonplandianum,T,C,2,1,3,36,36.3,NA,NA,0.073,0.092,0.098,0.116,NA,NA,NA
AZM4688,12,WAY,NA,Gaultheria,glomerata,S,C,NA,1,NA,NA,NA,NA,NA,0.308,0.372,0.37,0.373,File ID: 2020-03-12-1649-Way_GAGL-1_AT,NA,NA
AZQ1558,12,WAY,NA,Gaultheria,glomerata,S,C,NA,2,NA,NA,NA,NA,NA,0.216,0.446,0.415,0.42,File ID: 2020-03-12-1648_WAY_GAGL_2_AT,NA,NA
ADV2430,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,3,2,17,18,NA,NA,0.157,0.078,0.094,0.115,NA,NA,NA
AAC4646,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,3,1,17,18,NA,NA,0.101,0.219,0.223,0.17,NA,NA,NA
AEJ6279,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,2,1,16.4,20.2,NA,NA,0.1,0.115,0.107,0.113,NA,NA,NA
AUC5123,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,2,3,16.4,20.2,NA,NA,0.098,0.103,0.121,0.122,NA,NA,NA
AUU1024,12,ACJ,NA,Paspalum,bonplandianum,T,C,3,3,2,14,16,NA,NA,0.057,0.1,0.093,0.12,NA,NA,NA
ATV9424,12,ACJ,NA,Paspalum,bonplandianum,T,C,4,1,2,19,19,NA,NA,0.101,0.171,0.223,0.225,NA,NA,NA
CFT4557,13,WAY,NA,Lachemilla,orbiculata,T,C,1,2,1,7.5,NA,NA,NA,0.175,0.282,0.197,0.205,NA,NA,NA
CAL2354,13,WAY,NA,Gaultheria,glomerata,T,C,2,2,5,18,NA,NA,NA,0.086,0.4,0.4,0.425,NA,NA,NA
CEM4656,13,WAY,NA,Halenia,umbellata,T,C,1,1,1,12,NA,NA,NA,0.067,0.137,0.146,0.149,NA,NA,NA
CFI4619,13,WAY,NA,Halenia,umbellata,T,C,1,2,1,11,NA,NA,NA,0.065,0.193,0.249,0.216,NA,NA,NA
CBC2682,13,WAY,NA,Paspalum,bonplandianum,T,C,2,2,1,12,12.5,NA,NA,0.032,0.096,0.091,0.078,NA,NA,NA
CDV3004,13,WAY,NA,Halenia,umbellata,T,C,3,2,2,5.3,NA,NA,NA,0.037,0.142,0.143,0.142,NA,NA,NA
CGE7470,13,WAY,NA,Paspalum,bonplandianum,T,C,5,3,4,9,NA,NA,NA,0.039,NA,NA,NA,Missing leaf after scanning,NA,NA
ANV3575,13,WAY,NA,Paspalum,bonplandianum,T,C,5,1,2,10,NA,NA,NA,0.031,0.072,0.075,0.07,NA,NA,NA
AOH9979,13,WAY,NA,Paspalum,bonplandianum,T,C,5,1,5,10,NA,NA,NA,0.027,0.072,0.075,0.089,NA,NA,NA
ANU1186,13,WAY,NA,Lachemilla,orbiculata,T,C,4,1,1,9,NA,NA,NA,0.093,0.193,0.218,0.195,NA,NA,NA
CBL9965,13,WAY,NA,Paspalum,bonplandianum,T,C,2,2,2,12,12.5,NA,NA,0.046,0.143,0.11,0.091,NA,NA,NA
BUO6200,13,WAY,NA,Paspalum,bonplandianum,T,C,2,1,3,17,18.5,NA,NA,0.068,0.066,0.082,0.07,NA,NA,NA
AKP1497,13,WAY,NA,Werneria,nubigena,T,BB,3,2,NA,4.3,NA,NA,NA,0.08,0.532,0.335,0.252,NA,NA,NA
CDK4261,13,WAY,NA,Paspalum,bonplandianum,T,C,1,1,2,10,11.5,NA,NA,0.032,0.079,0.076,0.059,NA,NA,NA
BVU4152,12,QUE,NA,Viola,pygmaea,T,BB,1,2,NA,1.7,NA,NA,NA,0.028,0.219,0.17,0.17,NA,NA,NA
BZQ3557,13,WAY,NA,Paspalum,bonplandianum,T,C,3,2,1,19,31,NA,NA,0.032,0.052,0.072,0.037,NA,NA,NA
CGY2493,13,WAY,NA,Paspalum,bonplandianum,T,C,4,1,4,9.5,9.8,NA,NA,0.033,0.099,0.095,0.114,NA,NA,NA
CIG8658,14,TRE,NA,Vaccinium,floribundum,T,C,4,1,5,21,NA,5,NA,0.094,0.438,0.43,0.378,NA,NA,NA
APM3849,14,TRE,NA,Lachemilla,orbiculata,T,C,1,1,2,2.6,NA,NA,NA,0.089,0.364,0.319,0.281,Herbivory,NA,NA
CEC4306,14,TRE,NA,Paspalum,bonplandianum,T,C,1,2,2,71,8.5,NA,NA,0.054,0.114,0.112,0.102,NA,NA,NA
CFE2595,14,TRE,NA,Paspalum,bonplandianum,T,C,3,2,5,5.5,18.5,NA,NA,0.115,0.109,0.104,0.109,NA,NA,NA
CXF0668,14,TRE,NA,Halenia,umbellata,T,C,1,2,5,3.9,NA,NA,NA,0.022,0.163,0.154,0.193,NA,NA,NA
APP1533,14,TRE,NA,Halenia,umbellata,T,C,4,1,3,10,NA,NA,NA,0.023,0.215,0.213,0.216,NA,NA,NA
CWN1073,14,TRE,NA,Halenia,umbellata,T,C,1,1,4,6,NA,NA,NA,0.038,0.215,0.197,0.157,NA,NA,NA
AOU5634,14,TRE,NA,Gaultheria,glomerata,T,C,1,2,3,3.6,NA,NA,NA,0.048,0.438,0.389,0.393,NA,NA,NA
CWP6646,14,TRE,NA,Halenia,umbellata,T,C,1,2,1,3.9,NA,NA,NA,0.028,0.215,0.22,0.169,NA,NA,NA
APL1327,14,TRE,NA,Halenia,umbellata,T,C,4,1,4,10,NA,NA,NA,0.029,0.212,0.207,0.224,NA,NA,NA
CEB0998,14,TRE,NA,Paspalum,bonplandianum,T,C,3,2,1,5.5,18.5,NA,NA,0.09,0.1,0.102,0.101,NA,NA,NA
CIO0938,14,TRE,NA,Gaultheria,glomerata,T,C,3,1,2,12.5,NA,NA,NA,0.122,0.351,0.377,0.413,NA,NA,NA
CWR0183,14,TRE,NA,Halenia,umbellata,T,C,1,1,3,6,NA,NA,NA,0.045,0.272,0.23,0.282,NA,NA,NA
AOZ3059,14,TRE,NA,Gaultheria,glomerata,T,C,1,1,2,4.7,NA,NA,NA,0.094,0.446,0.477,0.474,NA,NA,NA
AQG1962,14,TRE,NA,Paspalum,bonplandianum,T,C,3,2,4,5.5,18.5,NA,NA,0.14,0.108,0.101,0.103,NA,NA,NA
CKY4277,14,TRE,NA,Gaultheria,glomerata,T,C,2,2,3,11,NA,NA,NA,0.049,0.412,0.385,0.409,NA,NA,NA
APX5383,14,TRE,NA,Gaultheria,glomerata,T,C,1,2,5,3.6,NA,NA,NA,0.035,0.44,0.426,0.412,NA,NA,NA
AQI6603,14,TRE,NA,Halenia,umbellata,T,C,4,2,4,10,NA,NA,NA,0.057,0.253,0.262,0.26,NA,NA,NA
